,Gene,chromosome,start,CNV (lr) RNA,CNV (baf) RNA,Methylation RNA,CNV (lr) Protein,CNV (baf) Protein,Methylation Protein,CNV (lr) Phospho,CNV (baf) Phospho,Methylation Phospho,Mutation RNA,Mutation Protein,Mutation Phospho
1025,EIF2B2,chr14,75002911,0,0,0,0,0,0,0,0,0,,,
1026,EIF2B4,chr2,27364352,0,0,0,0,0,0,0,0,0,,,
1027,EIF2B5,chr3,184135038,1,0,0,1,0,0,1,0,0,,,
1028,EIF2S1,chr14,67359997,1,0,0,1,0,0,1,0,0,,,
1029,EIF2S2,chr20,34088298,1,0,0,1,0,0,1,0,0,,,
1030,EIF2S3,chrX,24054716,0,0,0,0,0,0,0,0,0,,,
1031,EIF3B,chr7,2354086,1,0,0,0,0,0,0,0,0,,,
1032,EIF3D,chr22,36510850,1,0,0,0,0,0,0,0,0,,,
1033,EIF3F,chr11,7970251,0,0,0,0,0,0,0,0,0,,,
1034,EIF3G,chr19,10115017,0,0,0,0,0,0,0,0,0,,,
1035,EIF3H,chr8,116642130,1,0,0,1,0,0,1,0,0,,,
1036,EIF3J,chr15,44537057,1,0,0,1,0,0,1,0,0,,,
1037,EIF3L,chr22,37848868,0,0,0,0,0,0,0,0,0,,,
1038,EIF3M,chr11,32583798,0,0,0,0,0,0,0,0,0,,,
1039,EIF4A1,chr17,7572706,1,0,0,0,0,0,0,0,0,,,
1040,EIF4B,chr12,53006158,1,0,0,1,0,0,1,0,0,,,
1041,EIF4E,chr4,98871684,1,0,0,1,0,0,1,0,0,,,
1042,EIF4E2,chr2,232550052,1,0,0,1,0,0,1,0,0,,,
1043,EIF4EBP1,chr8,38030341,1,0,0,0,0,0,0,0,0,,,
1044,EIF4EBP2,chr10,70404379,1,0,0,1,0,0,1,0,0,,,
1045,EIF4EBP3,chr5,140547666,1,0,0,1,0,0,0,0,0,,,
1046,EIF4ENIF1,chr22,31436977,1,0,0,1,0,0,1,0,0,,,
1047,EIF4G1,chr3,184314495,1,0,0,1,0,0,1,0,0,,,
1048,EIF4G2,chr11,10797050,0,0,0,0,0,0,0,0,0,,,
1049,EIF4G3,chr1,20806292,1,0,0,1,0,0,1,0,0,,,
1050,EIF4H,chr7,74174245,1,0,0,1,0,0,1,0,0,,,
1051,EIF5,chr14,103333544,1,0,0,1,0,0,1,0,0,,,
1052,EIF5A,chr17,7306999,1,0,0,1,0,0,1,0,0,,,
1053,EIF5B,chr2,99337353,0,0,0,0,0,0,0,1,0,,,
1054,EIF6,chr20,35278911,0,0,0,0,0,0,0,0,0,,,
1055,ELAC1,chr18,50967991,1,0,0,1,0,0,1,0,0,,,
1056,ELAC2,chr17,12992391,0,0,0,0,0,0,0,0,0,,,
1057,ELF1,chr13,40932028,1,0,0,1,0,0,1,0,0,,,
1058,ELF2,chr4,139028112,1,0,0,0,0,0,0,0,0,,,
1059,ELL,chr19,18442663,0,0,0,0,0,0,0,0,0,,,
1060,ELMO1,chr7,36854361,0,0,0,0,0,0,0,0,0,,,
1061,ELMO2,chr20,46366049,1,0,0,0,0,0,0,0,0,,,
1062,ELP4,chr11,31509700,0,0,0,0,0,0,0,0,0,,,
1063,EMD,chrX,154379197,1,0,1,0,0,1,0,0,1,,,
1064,EML1,chr14,99737693,1,0,0,1,0,0,1,0,0,,,
1065,EML3,chr11,62602218,0,0,0,0,0,0,0,0,0,,,
1066,EML4,chr2,42169350,1,0,0,1,0,0,1,0,0,,,
1067,ENAH,chr1,225486835,0,0,0,0,0,0,0,0,0,,,
1068,ENO1,chr1,8861000,1,0,0,1,0,0,1,0,0,,,
1069,ENO2,chr12,6913745,0,0,0,0,0,0,0,0,0,,,
1070,ENPP1,chr6,131808016,0,0,0,0,0,0,0,0,0,,,
1071,ENPP3,chr6,131628442,0,0,0,0,0,0,0,0,0,,,
1072,ENSA,chr1,150600851,1,0,0,1,0,0,1,0,0,,,
1073,EP300,chr22,41091786,1,0,0,1,0,0,1,0,0,,,
1074,EP400,chr12,131949920,0,0,0,0,0,0,0,0,0,,,
1075,EPB41,chr1,28887091,0,0,0,0,0,0,0,0,0,,,
1076,EPB41L2,chr6,130839347,0,0,0,0,0,0,0,0,0,,,
1077,EPB41L3,chr18,5392381,1,0,0,0,0,0,0,0,0,,,
1078,EPB41L4A,chr5,112142441,1,0,0,0,0,0,0,0,0,,,
1079,EPB41L4B,chr9,109171975,1,0,0,1,0,0,1,0,0,,,
1080,EPB41L5,chr2,120013005,1,0,0,1,0,0,1,0,0,,,
1081,EPB42,chr15,43197227,0,0,0,0,0,0,0,0,0,,,
1082,EPC1,chr10,32267751,0,0,0,0,0,0,0,0,0,,,
1083,EPC2,chr2,148644440,1,0,0,1,0,0,1,0,0,,,
1084,EPG5,chr18,45847609,1,0,0,1,0,0,1,0,0,,,
1085,EPHA2,chr1,16124337,0,0,0,0,0,0,0,0,0,,,
1086,EPM2AIP1,chr3,36985043,0,0,0,0,0,0,0,0,0,,,
1087,EPN1,chr19,55675226,1,0,0,0,0,0,0,0,0,,,
1088,EPN2,chr17,19215615,1,0,0,0,0,0,0,0,0,,,
1089,EPRS,chr1,219968601,1,0,0,1,0,0,1,0,0,,,
1090,EPS15,chr1,51354263,1,0,0,0,0,0,0,0,0,,,
1091,EPS15L1,chr19,16355239,1,0,0,1,0,0,1,0,0,,,
1092,EPS8,chr12,15620158,1,0,0,1,0,0,1,0,0,,,
1093,EPS8L1,chr19,55072020,0,0,0,0,0,0,0,0,0,,,
1094,EPS8L2,chr11,694438,1,0,0,1,0,0,1,0,0,,,
1095,EPSTI1,chr13,42886388,0,0,0,0,0,0,0,0,0,,,
1096,ERBB2,chr17,39687914,1,1,0,1,1,0,1,1,0,,,
1097,ERBB3,chr12,56076799,0,0,1,0,0,1,0,0,1,,,
1098,ERC1,chr12,990509,0,0,0,0,0,0,0,0,0,,,
1099,ERCC4,chr16,13920157,1,0,0,1,0,0,1,0,0,,,
1100,ERCC6,chr10,49455368,1,0,0,1,0,0,1,0,0,,,
1101,ERF,chr19,42247572,0,0,0,0,0,0,0,0,0,,,
1102,ERG,chr21,38380027,0,0,1,0,0,1,0,0,1,,,
1103,ERGIC3,chr20,35542021,1,0,0,1,0,0,1,0,0,,,
1104,ERICH1,chr8,614746,1,0,0,1,0,0,1,0,0,,,
1105,ERRFI1,chr1,8004404,1,0,0,1,0,0,1,0,0,,,
1106,ESAM,chr11,124752583,0,0,0,0,1,0,0,1,0,,,
1107,ESD,chr13,46771256,1,0,0,1,0,0,1,0,0,,,
1108,ESF1,chr20,13714322,1,0,0,1,0,0,1,0,0,,,
1109,ESPN,chr1,6424776,1,1,0,1,1,0,1,1,0,,,
1110,ESRP1,chr8,94641074,0,0,0,0,0,0,0,0,0,,,
1111,ESRP2,chr16,68229111,1,0,0,1,0,0,1,0,0,,,
1112,ESRRA,chr11,64305572,1,0,0,1,0,0,1,0,0,,,
1113,ESYT1,chr12,56118250,0,0,0,0,0,0,0,0,0,,,
1114,ESYT2,chr7,158730995,1,0,0,1,0,0,1,0,0,,,
1115,ETFA,chr15,76215355,1,0,0,0,0,0,0,0,0,,,
1116,ETFDH,chr4,158672125,1,0,0,0,0,0,0,0,0,,,
1117,ETS1,chr11,128458761,1,0,0,0,0,0,0,0,0,,,
1118,ETV3,chr1,157121191,0,0,0,0,0,0,0,0,0,,,
1119,ETV6,chr12,11649854,1,0,0,1,0,0,1,0,0,,,
1120,EXOC1,chr4,55853616,1,0,0,0,0,0,0,0,0,,,
1121,EXOC2,chr6,485133,1,0,0,0,0,0,0,0,0,,,
1122,EXOC3L2,chr19,45212621,0,0,0,0,0,0,0,0,0,,,
1123,EXOC6B,chr2,72175984,0,0,0,0,0,0,0,0,0,,,
1124,EXOC7,chr17,76081017,0,0,0,0,0,0,0,0,0,,,
1125,EXOC8,chr1,231332753,0,0,0,0,0,0,0,0,0,,,
1126,EXOSC10,chr1,11066618,0,0,0,0,0,0,0,0,0,,,
1127,EXOSC2,chr9,130693721,1,0,0,0,0,0,0,0,0,,,
1128,EXOSC5,chr19,41386374,1,0,0,0,0,0,0,0,0,,,
1129,EXOSC7,chr3,44975241,1,0,0,0,0,0,0,0,0,,,
1130,EXOSC9,chr4,121801317,0,0,0,0,0,0,0,0,0,,,
1131,EYA3,chr1,27970344,1,1,0,1,0,0,1,0,0,,,
1132,EZH1,chr17,42700275,0,0,0,0,0,0,0,0,0,,,
1133,EZR,chr6,158765741,1,0,0,1,0,0,1,0,0,,,
1134,F11R,chr1,160995211,0,0,1,0,0,1,0,0,1,,,
1135,F2RL1,chr5,76818933,1,0,0,0,0,0,0,0,0,,,
1136,FADD,chr11,70203163,0,0,0,0,0,0,0,0,0,,,
1137,FAF1,chr1,50437028,1,0,0,1,0,0,1,1,0,,,
1138,FAM102A,chr9,127940579,1,0,0,1,0,0,1,0,0,,,
1139,FAM104A,chr17,73207353,0,0,0,0,0,0,0,0,0,,,
1140,FAM110C,chr2,38814,0,0,0,0,0,0,0,0,0,,,
1141,FAM114A1,chr4,38867677,0,0,0,0,0,0,0,0,0,,,
1142,FAM114A2,chr5,153990128,1,0,0,1,0,0,1,0,0,,,
1143,FAM117B,chr2,202635188,1,0,0,0,0,0,0,0,0,,,
1144,FAM118A,chr22,45308968,0,0,0,0,0,0,0,0,0,,,
1145,FAM118B,chr11,126211414,0,0,0,0,0,0,0,0,0,,,
1146,FAM120A,chr9,93451722,1,1,0,1,1,0,1,1,0,,,
1147,FAM122A,chr9,68780034,1,0,0,1,0,0,1,0,0,,,
1148,FAM126A,chr7,22889371,1,0,0,0,0,0,0,0,0,,,
1149,FAM126B,chr2,200973718,1,0,0,0,0,0,0,0,0,,,
1150,FAM129A,chr1,184790724,0,0,0,0,0,0,0,0,0,,,
1151,FAM129B,chr9,127505339,0,0,0,0,0,0,0,0,0,,,
1152,FAM133B,chr7,92560793,1,0,0,1,0,0,1,0,0,,,
1153,FAM135A,chr6,70412941,0,0,0,0,0,0,0,0,0,,,
1154,FAM13A,chr4,88725955,0,0,0,0,0,0,0,0,0,,,
1155,FAM160A2,chr11,6211335,1,0,0,1,0,0,1,0,0,,,
1156,FAM160B1,chr10,114821744,0,0,0,0,0,0,0,0,0,,,
1157,FAM168A,chr11,73400487,1,0,0,1,0,0,1,0,0,,,
1158,FAM169A,chr5,74777574,0,0,0,0,0,0,0,0,0,,,
1159,FAM171A1,chr10,15211643,1,0,0,0,0,0,0,0,0,,,
1160,FAM172A,chr5,93618069,1,0,0,1,0,0,1,0,0,,,
1161,FAM177A1,chr14,35044907,1,0,0,1,0,0,1,0,0,,,
1162,FAM208A,chr3,56620133,1,1,0,1,1,0,1,1,0,,,
1163,FAM208B,chr10,5684838,0,0,0,0,0,0,0,0,0,,,
1164,FAM219B,chr15,74899987,1,0,0,0,0,0,0,0,0,,,
1165,FAM50B,chr6,3849373,0,0,1,0,0,1,0,0,1,,,
1166,FAM76B,chr11,95768942,1,0,0,1,0,0,1,0,0,,,
1167,FAM83F,chr22,39994949,0,0,1,0,0,1,0,0,1,,,
1168,FAM83H,chr8,143723933,1,0,1,1,0,1,1,0,1,,,
1169,FAM84B,chr8,126552442,1,0,0,1,0,0,1,0,0,,,
1170,FAM89A,chr1,231018958,0,0,0,0,0,0,0,0,0,,,
1171,FAM89B,chr11,65572349,1,0,0,0,0,0,0,0,0,,,
1172,FAM91A1,chr8,123768456,1,0,0,1,0,0,1,0,0,,,
1173,FAM98B,chr15,38454127,1,0,0,1,0,0,1,0,0,,,
1174,FARP1,chr13,98142562,1,0,0,1,0,0,1,0,0,,,
1175,FARP2,chr2,241356243,1,0,0,0,0,0,0,0,0,,,
1176,FARSA,chr19,12922479,0,0,0,0,0,0,0,0,0,,,
1177,FAS,chr10,88990582,1,0,0,1,0,0,1,0,0,,,
1178,FASN,chr17,82078333,0,0,0,0,0,0,0,0,0,,,
1179,FASTKD2,chr2,206765357,1,0,0,1,0,0,1,0,0,,,
1180,FAT1,chr4,186587783,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1181,FAT4,chr4,125316399,0,0,0,0,0,0,0,0,0,,,
1182,FBLIM1,chr1,15756607,0,0,0,0,0,0,0,0,0,,,
1183,FBLN2,chr3,13549131,0,0,0,0,0,0,0,0,0,,,
1184,FBN1,chr15,48408306,0,0,0,0,0,0,0,0,0,,,
1185,FBP1,chr9,94603133,1,0,0,0,0,0,0,0,0,,,
1186,FBRS,chr16,30658431,1,0,0,0,0,0,0,0,0,,,
1187,FBXL20,chr17,39252644,1,1,0,0,0,0,0,0,0,,,
1188,FBXL3,chr13,76992598,0,0,0,0,0,0,0,0,0,,,
1189,FBXL4,chr6,98868538,0,0,0,0,0,0,0,0,0,,,
1190,FBXO38,chr5,148383935,1,0,0,1,0,0,1,0,0,,,
1191,FBXO4,chr5,41925254,1,0,0,1,0,0,1,0,0,,,
1192,FBXO42,chr1,16246839,1,0,0,1,0,0,1,0,0,,,
1193,FBXO44,chr1,11654375,1,1,0,1,0,0,1,0,0,,,
1194,FBXO6,chr1,11664124,1,1,0,1,1,0,1,1,0,,,
1195,FBXW5,chr9,136940435,1,0,0,1,0,0,1,0,0,,,
1196,FBXW9,chr19,12688053,0,0,0,0,0,0,0,0,0,,,
1197,FCHO2,chr5,72955981,1,0,0,1,0,0,1,0,0,,,
1198,FCHSD1,chr5,141639302,1,0,1,0,0,1,0,0,1,,,
1199,FCHSD2,chr11,72836745,0,0,0,0,0,0,0,0,0,,,
1200,FDX1,chr11,110429883,1,0,0,1,0,0,1,0,0,,,
1201,FER,chr5,108747822,0,0,0,0,0,0,0,0,0,,,
1202,FERMT1,chr20,6074845,0,0,0,0,0,0,0,0,0,,,
1203,FERMT2,chr14,52857268,0,0,0,0,0,0,0,0,0,,,
1204,FES,chr15,90883695,0,0,1,0,0,1,0,0,1,,,
1205,FGD6,chr12,95076749,1,0,0,0,0,0,0,0,0,,,
1206,FGFR1OP,chr6,166999182,1,0,0,1,0,0,1,0,0,,,
1207,FH,chr1,241497603,0,0,0,0,1,0,0,1,0,,,
1208,FHIT,chr3,59749310,1,0,0,1,0,0,1,0,0,,,
1209,FHL1,chrX,136146702,0,0,0,0,0,0,0,0,0,,,
1210,FHOD1,chr16,67229387,0,0,0,0,0,0,0,0,0,,,
1211,FHOD3,chr18,36297714,1,0,0,0,0,0,0,0,0,,,
1212,FILIP1L,chr3,99830141,0,0,0,0,0,0,0,0,0,,,
1213,FIP1L1,chr4,53377643,0,0,0,0,0,0,0,0,0,,,
1214,FKBP15,chr9,113161006,1,0,0,1,0,0,1,0,0,,,
1215,FKBP1A,chr20,1368978,0,0,0,0,0,0,0,0,0,,,
1216,FKBP3,chr14,45115600,1,0,0,1,0,0,1,0,0,,,
1217,FKBP4,chr12,2794953,1,0,0,1,0,0,1,0,0,,,
1218,FKBP5,chr6,35573585,0,0,0,0,0,0,0,0,0,,,
1219,FKBP8,chr19,18531751,1,0,0,1,0,0,1,0,0,,,
1220,FLCN,chr17,17212212,1,0,0,0,0,0,0,0,0,,,
1221,FLI1,chr11,128686535,0,0,0,0,0,0,0,0,0,,,
1222,FLII,chr17,18244836,1,0,0,0,0,0,0,0,0,,,
1223,FLNA,chrX,154348524,1,0,0,1,0,0,1,0,0,,,
1224,FLNB,chr3,58008400,1,0,0,1,0,0,1,0,0,,,
1225,FLNC,chr7,128830377,0,0,0,0,0,0,0,0,0,,,
1226,FLOT1,chr6,30727709,1,0,0,0,0,0,0,0,0,,,
1227,FLT1,chr13,28300344,0,0,0,0,0,0,0,0,0,,,
1228,FLT4,chr5,180601506,0,0,0,0,0,0,0,0,0,,,
1229,FLYWCH2,chr16,2883186,0,0,1,0,0,1,0,0,1,,,
1230,FMN1,chr15,32765545,0,0,0,0,0,0,0,0,0,,,
1231,FMNL1,chr17,45221444,0,0,0,0,0,0,0,0,0,,,
1232,FMNL2,chr2,152335237,0,0,0,0,0,0,0,0,0,,,
1233,FMNL3,chr12,49636499,0,0,0,0,0,0,0,0,0,,,
1234,FMR1,chrX,147911951,0,0,0,0,0,0,0,0,0,,,
1235,FN1,chr2,215360440,1,0,0,0,0,0,0,0,0,,,
1236,FN3K,chr17,82735575,1,1,0,1,0,0,1,0,0,,,
1237,FNBP1,chr9,129887187,0,0,0,0,0,0,0,0,0,,,
1238,FNBP4,chr11,47716517,1,0,0,1,0,0,1,0,0,,,
1239,FNDC3A,chr13,48975912,1,0,0,1,0,0,1,0,0,,,
1240,FNDC3B,chr3,172039628,1,0,0,1,0,0,1,0,0,,,
1241,FNIP1,chr5,131641714,1,0,0,1,0,0,1,0,0,,,
1242,FNTA,chr8,43034194,1,0,0,1,0,0,1,0,0,,,
1243,FOSL2,chr2,28392448,1,0,0,0,0,0,0,0,0,,,
1244,FOXC1,chr6,1609972,0,0,0,0,0,0,0,0,0,,,
1245,FOXJ2,chr12,8032703,1,0,0,0,0,0,0,0,0,,,
1246,FOXJ3,chr1,42176539,1,0,0,1,0,0,1,0,0,,,
1247,FOXK1,chr7,4682309,1,0,0,1,0,0,1,0,0,,,
1248,FOXK2,chr17,82519713,1,1,0,1,1,0,1,1,0,,,
1249,FOXO1,chr13,40469953,1,1,0,0,0,0,0,0,0,,,
1250,FOXO3,chr6,108559835,1,0,0,1,0,0,0,0,0,,,
1251,FOXP1,chr3,70952817,1,0,0,1,0,0,1,0,0,,,
1252,FOXP4,chr6,41546426,0,0,0,0,0,0,0,0,0,,,
1253,FRA10AC1,chr10,93667883,1,0,0,1,0,0,1,0,0,,,
1254,FRAS1,chr4,78057570,0,0,0,0,0,0,0,0,0,,,
1255,FRMD3,chr9,83242990,1,0,0,1,0,0,1,0,0,,,
1256,FRMD8,chr11,65386599,0,0,0,0,0,0,0,0,0,,,
1257,FRY,chr13,31846713,0,0,0,0,0,0,0,0,0,,,
1258,FRYL,chr4,48497361,0,0,0,0,0,0,0,0,0,,,
1259,FSCN1,chr7,5592823,1,0,0,0,0,0,0,0,0,,,
1260,FSTL1,chr3,120392293,0,0,1,0,0,1,0,0,1,,,
1261,FTH1,chr11,61959718,1,0,0,0,0,0,0,0,0,,,
1262,FTO,chr16,53701692,1,0,0,1,0,0,1,0,0,,,
1263,FTSJ1,chrX,48476021,1,0,0,1,0,0,1,0,0,,,
1264,FTSJ3,chr17,63819433,1,0,0,1,0,0,1,0,0,,,
1265,FUBP1,chr1,77944055,1,0,0,0,0,0,0,0,0,,,
1266,FUBP3,chr9,130578965,1,0,0,1,0,0,1,0,0,,,
1267,FUNDC2,chrX,155025980,0,0,0,0,0,0,0,0,0,,,
1268,FUS,chr16,31180110,0,0,0,0,0,0,0,0,0,,,
1269,FUT8,chr14,65410592,1,0,0,1,0,0,1,0,0,,,
1270,FXR1,chr3,180868141,1,0,0,1,0,0,1,0,0,,,
1271,FXR2,chr17,7591230,1,0,0,1,0,0,1,0,0,,,
1272,FXYD1,chr19,35138808,1,0,0,1,0,0,1,0,0,,,
1273,FYCO1,chr3,45917899,1,0,0,1,0,0,1,0,0,,,
1274,FYN,chr6,111660332,0,0,0,0,0,0,0,0,0,,,
1275,FYTTD1,chr3,197737179,0,0,0,0,0,0,0,0,0,,,
1276,FZD6,chr8,103298433,1,0,1,1,0,1,1,0,1,,,
1277,G3BP1,chr5,151771045,1,0,0,1,0,0,1,0,0,,,
1278,G3BP2,chr4,75642782,1,0,0,1,0,0,1,0,0,,,
1279,G6PD,chrX,154531390,0,0,0,0,0,0,0,0,0,,,
1280,GAB1,chr4,143336762,1,0,0,0,0,0,0,0,0,,,
1281,GAB2,chr11,78215297,1,0,0,1,0,0,1,0,0,,,
1282,GABARAPL2,chr16,75566351,1,0,0,1,0,0,1,0,0,,,
1283,GAK,chr4,849276,1,0,0,1,0,0,1,0,0,,,
1284,GALNT11,chr7,152025674,0,0,0,0,0,0,0,0,0,,,
1285,GALNT12,chr9,98807699,1,1,0,1,0,0,1,0,0,,,
1286,GALT,chr9,34638133,1,0,0,1,0,0,1,0,0,,,
1287,GAPDH,chr12,6533927,0,1,0,0,0,0,0,0,0,,,
1288,GAPVD1,chr9,125261794,1,0,0,1,0,0,1,0,0,,,
1289,GART,chr21,33503931,1,0,0,1,0,0,1,0,0,,,
1290,GAS2,chr11,22625509,1,0,0,0,0,0,0,0,0,,,
1291,GAS2L1,chr22,29306582,1,0,0,1,0,0,1,0,0,,,
1292,GAS7,chr17,9910609,0,0,0,0,0,0,0,0,0,,,
1293,GATAD2A,chr19,19385826,1,0,0,0,0,0,0,0,0,,,
1294,GATAD2B,chr1,153789030,1,0,0,0,0,0,0,0,0,,,
1295,GATC,chr12,120446438,0,0,0,0,0,0,0,0,0,,,
1296,GATM,chr15,45361124,0,0,1,0,0,0,0,0,0,,,
1297,GBE1,chr3,81489699,1,0,0,1,0,0,1,0,0,,,
1298,GBF1,chr10,102245532,1,1,0,1,1,0,1,1,0,,,
1299,GCC1,chr7,127580618,1,0,0,1,0,0,0,0,0,,,
1300,GCC2,chr2,108448561,1,0,0,1,0,0,1,0,0,,,
1301,GCFC2,chr2,75652000,0,0,0,0,0,0,0,0,0,,,
1302,GCLC,chr6,53497341,1,0,0,1,0,0,1,0,0,,,
1303,GDA,chr9,72114595,0,0,0,0,0,0,0,0,0,,,
1304,GDAP1,chr8,74321130,1,0,0,1,0,0,1,0,0,,,
1305,GDI2,chr10,5765223,1,0,0,1,0,0,1,0,0,,,
1306,GEM,chr8,94249253,0,0,0,0,0,0,0,0,0,,,
1307,GEMIN2,chr14,39114223,1,0,0,1,0,0,1,0,0,,,
1308,GEMIN5,chr5,154887416,1,0,0,1,0,0,1,0,0,,,
1309,GEMIN8,chrX,14008279,1,0,0,0,0,0,0,0,0,,,
1310,GFM1,chr3,158644278,1,0,0,1,0,0,1,0,0,,,
1311,GFPT1,chr2,69319769,1,0,0,1,0,0,1,0,0,,,
1312,GFPT2,chr5,180300690,1,0,0,0,0,0,0,0,0,,,
1313,GFRA1,chr10,116056925,0,0,0,0,0,0,0,0,0,,,
1314,GGA1,chr22,37608475,1,0,0,1,0,0,1,0,0,,,
1315,GGA2,chr16,23463542,1,0,0,1,0,0,1,0,0,,,
1316,GGA3,chr17,75236599,1,1,0,1,1,0,1,1,0,,,
1317,GGCT,chr7,30496621,1,0,0,1,0,0,1,0,0,,,
1318,GGT7,chr20,34844720,1,0,0,1,0,0,1,0,0,,,
1319,GIGYF2,chr2,232697299,1,0,0,1,0,0,1,0,0,,,
1320,GIPC1,chr19,14477760,1,0,0,0,0,0,0,0,0,,,
1321,GIPC2,chr1,77979542,0,0,0,0,0,0,0,0,0,,,
1322,GIT1,chr17,29573469,0,0,0,0,0,0,0,0,0,,,
1323,GIT2,chr12,109929792,0,0,0,0,0,0,0,0,0,,,
1324,GK,chrX,30653359,0,0,0,0,0,0,0,0,0,,,
1325,GLCCI1,chr7,7968794,1,0,0,0,0,0,0,0,0,,,
1326,GLCE,chr15,69160584,0,0,0,0,0,0,0,0,0,,,
1327,GLE1,chr9,128504700,0,0,0,0,0,0,0,0,0,,,
1328,GLG1,chr16,74447427,1,0,0,1,0,0,1,0,0,,,
1329,GLO1,chr6,38675925,1,0,0,1,0,0,1,0,0,,,
1330,GLS,chr2,190880827,1,0,0,1,0,0,1,0,0,,,
1331,GLUD1,chr10,87050486,1,0,0,0,0,0,0,0,0,,,
1332,GLUD2,chrX,121047588,0,0,0,0,0,0,0,0,0,,,
1333,GLYR1,chr16,4803203,1,0,0,1,0,0,1,0,0,,,
1334,GMDS,chr6,1623806,0,0,0,0,0,0,0,0,0,,,
1335,GMEB2,chr20,63587602,0,0,0,0,0,0,0,0,0,,,
1336,GMIP,chr19,19629476,1,1,0,0,1,0,0,1,0,,,
1337,GMPR2,chr14,24232422,1,0,0,1,0,0,1,0,0,,,
1338,GMPS,chr3,155870536,1,0,0,1,0,0,1,0,0,,,
1339,GNAI3,chr1,109548611,0,0,0,0,0,0,0,0,0,,,
1340,GNB1,chr1,1785285,0,0,0,0,0,0,0,0,0,,,
1341,GNG12,chr1,67701466,1,0,0,0,0,0,0,0,0,,,
1342,GNG5,chr1,84498325,0,0,0,0,0,0,0,0,0,,,
1343,GNL1,chr6,30541377,1,0,0,1,0,0,1,0,0,,,
1344,GNL3L,chrX,54530211,0,0,0,0,0,0,0,0,0,,,
1345,GNPDA1,chr5,141991749,0,0,0,0,0,0,0,0,0,,,
1346,GOLGA1,chr9,124878357,1,0,0,1,0,0,1,0,0,,,
1347,GOLGA2,chr9,128255829,0,0,1,0,0,1,0,0,1,,,
1348,GOLGA3,chr12,132768909,1,0,0,1,0,0,1,0,0,,,
1349,GOLGA4,chr3,37243177,1,0,0,1,0,0,1,0,0,,,
1350,GOLGA5,chr14,92794231,1,0,0,1,0,0,1,0,0,,,
1351,GOLGB1,chr3,121663199,1,0,0,1,0,0,1,0,0,,,
1352,GOLIM4,chr3,168008677,1,0,0,1,0,0,1,0,0,,,
1353,GOLM1,chr9,86026146,1,1,0,0,1,0,0,1,0,,,
1354,GOLPH3,chr5,32124704,1,0,0,1,0,0,1,0,0,,,
1355,GOPC,chr6,117560269,1,0,0,1,0,0,1,0,0,,,
1356,GORASP1,chr3,39096659,1,0,0,1,0,0,1,0,0,,,
1357,GORASP2,chr2,170928464,1,0,0,1,0,0,1,0,0,,,
1358,GOSR1,chr17,30477362,1,0,0,1,0,0,1,0,0,,,
1359,GP1BB,chr22,19722945,0,0,0,0,0,0,0,0,0,,,
1360,GPAM,chr10,112149864,1,0,0,0,0,0,0,0,0,,,
1361,GPATCH1,chr19,33080880,1,0,0,1,0,0,1,0,0,,,
1362,GPATCH2,chr1,217426992,1,0,0,1,0,0,1,0,0,,,
1363,GPATCH8,chr17,44395284,1,1,0,1,1,0,1,1,0,,,
1364,GPBP1,chr5,57173948,1,0,0,0,0,0,0,0,0,,,
1365,GPCPD1,chr20,5544404,1,0,0,1,0,0,1,0,0,,,
1366,GPHN,chr14,66507407,1,0,0,1,0,0,1,0,0,,,
1367,GPI,chr19,34359480,0,0,0,0,0,0,0,0,0,,,
1368,GPKOW,chrX,49113389,0,0,0,0,0,0,0,0,0,,,
1369,GPRASP2,chrX,102712176,0,0,0,0,1,0,0,1,0,,,
1370,GPRC5A,chr12,12890782,1,0,0,1,0,0,1,0,0,,,
1371,GPRC5B,chr16,19856691,0,0,0,0,0,0,0,0,0,,,
1372,GPRC5C,chr17,74424851,1,0,0,1,1,0,1,1,0,,,
1373,GPRIN1,chr5,176595802,1,0,0,1,0,0,1,0,0,,,
1374,GPS1,chr17,82050691,0,0,0,0,0,0,0,0,0,,,
1375,GPSM3,chr6,32190766,0,0,0,0,0,0,0,0,0,,,
1376,GPX1,chr3,49357171,1,0,0,1,0,0,1,0,0,,,
1377,GRAMD1A,chr19,34994784,1,0,0,1,0,0,1,0,0,,,
1378,GRAMD4,chr22,46576012,0,0,1,0,0,1,0,0,1,,,
1379,GRB10,chr7,50590063,0,1,1,0,0,1,0,0,1,,,
1380,GRB2,chr17,75318076,1,0,0,1,0,0,1,0,0,,,
1381,GRHPR,chr9,37422666,1,0,0,1,0,0,1,0,0,,,
1382,GRK6,chr5,177403204,0,0,0,0,0,0,0,0,0,,,
1383,GRSF1,chr4,70815782,1,0,0,1,0,0,1,0,0,,,
1384,GRWD1,chr19,48445773,1,0,0,1,0,0,1,0,0,,,
1385,GSDMD,chr8,143553207,1,0,0,1,0,0,1,0,0,,,
1386,GSK3A,chr19,42230186,0,0,0,0,0,0,0,0,0,,,
1387,GSK3B,chr3,119821323,1,0,0,1,0,0,1,0,0,,,
1388,GSN,chr9,121207794,0,0,0,0,0,0,0,0,0,,,
1389,GSPT1,chr16,11868128,1,0,0,1,0,0,1,0,0,,,
1390,GSR,chr8,30678061,1,0,0,1,0,0,1,0,0,,,
